"iteration","scenario","ratio","method","beta","se","p_value","n_matched_cases","n_discordant","matched_mac","ratio_label"
931,"Negative control",6,"PC-adjusted GWAS",0.333930513971021,0.113062585284974,0.00314191092972961,,,,"1:6"
931,"Negative control",6,"Matching + CLR",0.135292782473209,0.146811526612376,0.356402340250377,2500,330,350,"1:6"
931,"Positive control",1,"Oracle GWAS",0.344901854753923,0.133820259390251,0.009956063240582,,,,"1:1"
931,"Positive control",1,"Standard GWAS",0.591783775568531,0.133076676849289,8.71028290383171e-06,,,,"1:1"
931,"Positive control",1,"PC-adjusted GWAS",0.396659050612949,0.13372892698842,0.00301560752359332,,,,"1:1"
931,"Positive control",1,"Matching + CLR",0.548565951748837,0.246340741012452,0.0241405386284388,2500,71,73,"1:1"
931,"Positive control",4,"Oracle GWAS",0.344901854753923,0.133820259390251,0.009956063240582,,,,"1:4"
931,"Positive control",4,"Standard GWAS",0.591783775568531,0.133076676849289,8.71028290383171e-06,,,,"1:4"
931,"Positive control",4,"PC-adjusted GWAS",0.396659050612949,0.13372892698842,0.00301560752359332,,,,"1:4"
931,"Positive control",4,"Matching + CLR",0.3240555921956,0.17294041790801,0.0598665955093799,2500,173,180,"1:4"
931,"Positive control",6,"Oracle GWAS",0.344901854753923,0.133820259390251,0.009956063240582,,,,"1:6"
931,"Positive control",6,"Standard GWAS",0.591783775568531,0.133076676849289,8.71028290383171e-06,,,,"1:6"
931,"Positive control",6,"PC-adjusted GWAS",0.396659050612949,0.13372892698842,0.00301560752359332,,,,"1:6"
931,"Positive control",6,"Matching + CLR",0.346137158846921,0.164904618472606,0.0348884580866885,2500,228,242,"1:6"
932,"Negative control",1,"Oracle GWAS",0.258162393448329,0.107777547081121,0.0166055799756087,,,,"1:1"
932,"Negative control",1,"Standard GWAS",0.93307651626548,0.106192378183141,1.54069675730329e-18,,,,"1:1"
932,"Negative control",1,"PC-adjusted GWAS",0.401127165031986,0.1100357450209,0.000266949232125877,,,,"1:1"
932,"Negative control",1,"Matching + CLR",0.0971637484536476,0.197298458644657,0.622249566953516,2500,103,105,"1:1"
932,"Negative control",4,"Oracle GWAS",0.258162393448329,0.107777547081121,0.0166055799756087,,,,"1:4"
932,"Negative control",4,"Standard GWAS",0.93307651626548,0.106192378183141,1.54069675730329e-18,,,,"1:4"
932,"Negative control",4,"PC-adjusted GWAS",0.401127165031986,0.1100357450209,0.000266949232125877,,,,"1:4"
932,"Negative control",4,"Matching + CLR",0.214796481254584,0.155414195550764,0.166144526795082,2500,227,233,"1:4"
932,"Negative control",6,"Oracle GWAS",0.258162393448329,0.107777547081121,0.0166055799756087,,,,"1:6"
932,"Negative control",6,"Standard GWAS",0.93307651626548,0.106192378183141,1.54069675730329e-18,,,,"1:6"
932,"Negative control",6,"PC-adjusted GWAS",0.401127165031986,0.1100357450209,0.000266949232125877,,,,"1:6"
932,"Negative control",6,"Matching + CLR",0.177537381564852,0.148721522750562,0.23196210737731,2500,313,332,"1:6"
932,"Positive control",1,"Oracle GWAS",0.32125887613687,0.133444791833367,0.0160652809387193,,,,"1:1"
932,"Positive control",1,"Standard GWAS",0.570654840398083,0.132756749361669,1.71958174254279e-05,,,,"1:1"
932,"Positive control",1,"PC-adjusted GWAS",0.368262118653026,0.133455370394648,0.00579004767624556,,,,"1:1"
932,"Positive control",1,"Matching + CLR",0.260487611131013,0.219025394691211,0.232823351691654,2500,82,83,"1:1"
932,"Positive control",4,"Oracle GWAS",0.32125887613687,0.133444791833367,0.0160652809387193,,,,"1:4"
932,"Positive control",4,"Standard GWAS",0.570654840398083,0.132756749361669,1.71958174254279e-05,,,,"1:4"
932,"Positive control",4,"PC-adjusted GWAS",0.368262118653026,0.133455370394648,0.00579004767624556,,,,"1:4"
932,"Positive control",4,"Matching + CLR",0.320393293393721,0.170248249026478,0.0587331208301786,2500,175,184,"1:4"
932,"Positive control",6,"Oracle GWAS",0.32125887613687,0.133444791833367,0.0160652809387193,,,,"1:6"
932,"Positive control",6,"Standard GWAS",0.570654840398083,0.132756749361669,1.71958174254279e-05,,,,"1:6"
932,"Positive control",6,"PC-adjusted GWAS",0.368262118653026,0.133455370394648,0.00579004767624556,,,,"1:6"
932,"Positive control",6,"Matching + CLR",0.372567918295902,0.164655274812649,0.0228579029146442,2500,222,243,"1:6"
933,"Negative control",1,"Oracle GWAS",-0.193107851250946,0.124878769393312,0.12201703532913,,,,"1:1"
933,"Negative control",1,"Standard GWAS",0.527864583329171,0.124044209002129,2.08624067532964e-05,,,,"1:1"
933,"Negative control",1,"PC-adjusted GWAS",-0.0436910458268618,0.126806390088523,0.730433269099222,,,,"1:1"
933,"Negative control",1,"Matching + CLR",-0.214409871345455,0.198199369534581,0.278425899049126,2500,103,107,"1:1"
933,"Negative control",4,"Oracle GWAS",-0.193107851250946,0.124878769393312,0.12201703532913,,,,"1:4"
933,"Negative control",4,"Standard GWAS",0.527864583329171,0.124044209002129,2.08624067532964e-05,,,,"1:4"
933,"Negative control",4,"PC-adjusted GWAS",-0.0436910458268618,0.126806390088523,0.730433269099222,,,,"1:4"
933,"Negative control",4,"Matching + CLR",-0.123978878488849,0.160489508451081,0.43952799249997,2500,258,265,"1:4"
933,"Negative control",6,"Oracle GWAS",-0.193107851250946,0.124878769393312,0.12201703532913,,,,"1:6"
933,"Negative control",6,"Standard GWAS",0.527864583329171,0.124044209002129,2.08624067532964e-05,,,,"1:6"
933,"Negative control",6,"PC-adjusted GWAS",-0.0436910458268618,0.126806390088523,0.730433269099222,,,,"1:6"
933,"Negative control",6,"Matching + CLR",-0.0779583278001454,0.156176443089944,0.617573253932212,2500,343,359,"1:6"
933,"Positive control",1,"Oracle GWAS",0.580291012981875,0.12506465184044,3.48530141022273e-06,,,,"1:1"
933,"Positive control",1,"Standard GWAS",0.838617791665571,0.124345802487125,1.53831305281333e-11,,,,"1:1"
933,"Positive control",1,"PC-adjusted GWAS",0.634040664126742,0.12502927326871,3.95444457604129e-07,,,,"1:1"
933,"Positive control",1,"Matching + CLR",0.332133835022615,0.228127509822495,0.143572955977654,2500,79,85,"1:1"
933,"Positive control",4,"Oracle GWAS",0.580291012981875,0.12506465184044,3.48530141022273e-06,,,,"1:4"
933,"Positive control",4,"Standard GWAS",0.838617791665571,0.124345802487125,1.53831305281333e-11,,,,"1:4"
933,"Positive control",4,"PC-adjusted GWAS",0.634040664126742,0.12502927326871,3.95444457604129e-07,,,,"1:4"
933,"Positive control",4,"Matching + CLR",0.475529810366921,0.170925328725105,0.00498978773517027,2500,166,172,"1:4"
933,"Positive control",6,"Oracle GWAS",0.580291012981875,0.12506465184044,3.48530141022273e-06,,,,"1:6"
933,"Positive control",6,"Standard GWAS",0.838617791665571,0.124345802487125,1.53831305281333e-11,,,,"1:6"
933,"Positive control",6,"PC-adjusted GWAS",0.634040664126742,0.12502927326871,3.95444457604129e-07,,,,"1:6"
933,"Positive control",6,"Matching + CLR",0.432378867947469,0.161416606839975,0.00695050894308372,2500,232,241,"1:6"
934,"Negative control",1,"Oracle GWAS",0.039006883681336,0.118017737064234,0.741009251745662,,,,"1:1"
934,"Negative control",1,"Standard GWAS",0.717458645689089,0.11655077876263,7.47182071584563e-10,,,,"1:1"
934,"Negative control",1,"PC-adjusted GWAS",0.186947995473782,0.120076912259098,0.119493733540778,,,,"1:1"
934,"Negative control",1,"Matching + CLR",0.122602322092332,0.202410226183728,0.544453977274703,2500,98,100,"1:1"
934,"Negative control",4,"Oracle GWAS",0.039006883681336,0.118017737064234,0.741009251745662,,,,"1:4"
934,"Negative control",4,"Standard GWAS",0.717458645689089,0.11655077876263,7.47182071584563e-10,,,,"1:4"
934,"Negative control",4,"PC-adjusted GWAS",0.186947995473782,0.120076912259098,0.119493733540778,,,,"1:4"
934,"Negative control",4,"Matching + CLR",0.0944807542423522,0.155570155796922,0.543483977379462,2500,234,246,"1:4"
934,"Negative control",6,"Oracle GWAS",0.039006883681336,0.118017737064234,0.741009251745662,,,,"1:6"
934,"Negative control",6,"Standard GWAS",0.717458645689089,0.11655077876263,7.47182071584563e-10,,,,"1:6"
934,"Negative control",6,"PC-adjusted GWAS",0.186947995473782,0.120076912259098,0.119493733540778,,,,"1:6"
934,"Negative control",6,"Matching + CLR",0.1342873820797,0.149803734657677,0.369653496130398,2500,312,331,"1:6"
934,"Positive control",1,"Oracle GWAS",0.516190053063722,0.127807356276126,5.37222981371543e-05,,,,"1:1"
934,"Positive control",1,"Standard GWAS",0.739595529888942,0.1270835931038,5.89335227620815e-09,,,,"1:1"
934,"Positive control",1,"PC-adjusted GWAS",0.555408054009743,0.127751902231124,1.37665360106495e-05,,,,"1:1"
934,"Positive control",1,"Matching + CLR",1.01423971904184,0.280432932959508,0.000152322119448049,2500,64,67,"1:1"
934,"Positive control",4,"Oracle GWAS",0.516190053063722,0.127807356276126,5.37222981371543e-05,,,,"1:4"
934,"Positive control",4,"Standard GWAS",0.739595529888942,0.1270835931038,5.89335227620815e-09,,,,"1:4"
934,"Positive control",4,"PC-adjusted GWAS",0.555408054009743,0.127751902231124,1.37665360106495e-05,,,,"1:4"
934,"Positive control",4,"Matching + CLR",0.412318265965649,0.168221629109366,0.0135117613965884,2500,168,179,"1:4"
934,"Positive control",6,"Oracle GWAS",0.516190053063722,0.127807356276126,5.37222981371543e-05,,,,"1:6"
934,"Positive control",6,"Standard GWAS",0.739595529888942,0.1270835931038,5.89335227620815e-09,,,,"1:6"
934,"Positive control",6,"PC-adjusted GWAS",0.555408054009743,0.127751902231124,1.37665360106495e-05,,,,"1:6"
934,"Positive control",6,"Matching + CLR",0.44434835402205,0.160970544498302,0.00536185054302081,2500,221,238,"1:6"
935,"Negative control",1,"Oracle GWAS",0.0832161623602002,0.113624192315323,0.463936252296296,,,,"1:1"
935,"Negative control",1,"Standard GWAS",0.778645809357518,0.11226915197303,4.04707686415352e-12,,,,"1:1"
935,"Negative control",1,"PC-adjusted GWAS",0.169029968792923,0.115999630052628,0.145072343280677,,,,"1:1"
935,"Negative control",1,"Matching + CLR",0.320907720080101,0.215951082804143,0.135593001266302,2500,88,92,"1:1"
935,"Negative control",4,"Oracle GWAS",0.0832161623602002,0.113624192315323,0.463936252296296,,,,"1:4"
935,"Negative control",4,"Standard GWAS",0.778645809357518,0.11226915197303,4.04707686415352e-12,,,,"1:4"
935,"Negative control",4,"PC-adjusted GWAS",0.169029968792923,0.115999630052628,0.145072343280677,,,,"1:4"
935,"Negative control",4,"Matching + CLR",0.238941494830677,0.159803251902565,0.13396550618561,2500,211,221,"1:4"
935,"Negative control",6,"Oracle GWAS",0.0832161623602002,0.113624192315323,0.463936252296296,,,,"1:6"
935,"Negative control",6,"Standard GWAS",0.778645809357518,0.11226915197303,4.04707686415352e-12,,,,"1:6"
935,"Negative control",6,"PC-adjusted GWAS",0.169029968792923,0.115999630052628,0.145072343280677,,,,"1:6"
935,"Negative control",6,"Matching + CLR",0.204695598978633,0.152062426464374,0.177506424113862,2500,294,313,"1:6"
935,"Positive control",1,"Oracle GWAS",0.50141294578897,0.127954106432127,8.90301811042595e-05,,,,"1:1"
935,"Positive control",1,"Standard GWAS",0.751814750292664,0.127217768353125,3.42798311978835e-09,,,,"1:1"
935,"Positive control",1,"PC-adjusted GWAS",0.527107058620469,0.128004794613,3.82390871371901e-05,,,,"1:1"
935,"Positive control",1,"Matching + CLR",0.423615695685159,0.209251378818487,0.0412268333371637,2500,93,94,"1:1"
935,"Positive control",4,"Oracle GWAS",0.50141294578897,0.127954106432127,8.90301811042595e-05,,,,"1:4"
935,"Positive control",4,"Standard GWAS",0.751814750292664,0.127217768353125,3.42798311978835e-09,,,,"1:4"
935,"Positive control",4,"PC-adjusted GWAS",0.527107058620469,0.128004794613,3.82390871371901e-05,,,,"1:4"
935,"Positive control",4,"Matching + CLR",0.521883787792974,0.158851296909141,0.000887059351034491,2500,185,193,"1:4"
935,"Positive control",6,"Oracle GWAS",0.50141294578897,0.127954106432127,8.90301811042595e-05,,,,"1:6"
935,"Positive control",6,"Standard GWAS",0.751814750292664,0.127217768353125,3.42798311978835e-09,,,,"1:6"
935,"Positive control",6,"PC-adjusted GWAS",0.527107058620469,0.128004794613,3.82390871371901e-05,,,,"1:6"
935,"Positive control",6,"Matching + CLR",0.621949404219734,0.15279444516461,3.51396204318904e-05,2500,230,242,"1:6"
936,"Negative control",1,"Oracle GWAS",0.0386006940218835,0.112560835508884,0.731649740488087,,,,"1:1"
936,"Negative control",1,"Standard GWAS",0.735973156062757,0.111306685176032,3.78854754933748e-11,,,,"1:1"
936,"Negative control",1,"PC-adjusted GWAS",0.11518842206607,0.114941064245519,0.316270166918103,,,,"1:1"
936,"Negative control",1,"Matching + CLR",-0.138862829728512,0.199543827421139,0.486099459736177,2500,98,105,"1:1"
936,"Negative control",4,"Oracle GWAS",0.0386006940218835,0.112560835508884,0.731649740488087,,,,"1:4"
936,"Negative control",4,"Standard GWAS",0.735973156062757,0.111306685176032,3.78854754933748e-11,,,,"1:4"
936,"Negative control",4,"PC-adjusted GWAS",0.11518842206607,0.114941064245519,0.316270166918103,,,,"1:4"
936,"Negative control",4,"Matching + CLR",-0.145228671695883,0.159081875716485,0.360865381890649,2500,255,275,"1:4"
936,"Negative control",6,"Oracle GWAS",0.0386006940218835,0.112560835508884,0.731649740488087,,,,"1:6"
936,"Negative control",6,"Standard GWAS",0.735973156062757,0.111306685176032,3.78854754933748e-11,,,,"1:6"
936,"Negative control",6,"PC-adjusted GWAS",0.11518842206607,0.114941064245519,0.316270166918103,,,,"1:6"
936,"Negative control",6,"Matching + CLR",-0.0572498378008438,0.155078828693081,0.711966427981227,2500,328,360,"1:6"
936,"Positive control",1,"Oracle GWAS",0.518066620295891,0.122987774899484,2.5273603311193e-05,,,,"1:1"
936,"Positive control",1,"Standard GWAS",0.782595354077731,0.122216688309671,1.52011336783228e-10,,,,"1:1"
936,"Positive control",1,"PC-adjusted GWAS",0.558617661057608,0.12307903847832,5.66046486417779e-06,,,,"1:1"
936,"Positive control",1,"Matching + CLR",0.359374000907898,0.214231070471413,0.0916902815494292,2500,90,92,"1:1"
936,"Positive control",4,"Oracle GWAS",0.518066620295891,0.122987774899484,2.5273603311193e-05,,,,"1:4"
936,"Positive control",4,"Standard GWAS",0.782595354077731,0.122216688309671,1.52011336783228e-10,,,,"1:4"
936,"Positive control",4,"PC-adjusted GWAS",0.558617661057608,0.12307903847832,5.66046486417779e-06,,,,"1:4"
936,"Positive control",4,"Matching + CLR",0.456488117152565,0.16374904608764,0.00492892582014669,2500,178,193,"1:4"
936,"Positive control",6,"Oracle GWAS",0.518066620295891,0.122987774899484,2.5273603311193e-05,,,,"1:6"
936,"Positive control",6,"Standard GWAS",0.782595354077731,0.122216688309671,1.52011336783228e-10,,,,"1:6"
936,"Positive control",6,"PC-adjusted GWAS",0.558617661057608,0.12307903847832,5.66046486417779e-06,,,,"1:6"
936,"Positive control",6,"Matching + CLR",0.436377423823573,0.154169603758617,0.00432159103195468,2500,242,265,"1:6"
937,"Negative control",1,"Oracle GWAS",-0.122275558899639,0.116106792297388,0.292281364812356,,,,"1:1"
937,"Negative control",1,"Standard GWAS",0.572150617550424,0.114504534461038,5.8304350484837e-07,,,,"1:1"
937,"Negative control",1,"PC-adjusted GWAS",-0.027270903035447,0.118264523399302,0.817631454367898,,,,"1:1"
937,"Negative control",1,"Matching + CLR",-0.282438972897832,0.195487425250763,0.14702931531535,2500,104,109,"1:1"
937,"Negative control",4,"Oracle GWAS",-0.122275558899639,0.116106792297388,0.292281364812356,,,,"1:4"
937,"Negative control",4,"Standard GWAS",0.572150617550424,0.114504534461038,5.8304350484837e-07,,,,"1:4"
937,"Negative control",4,"PC-adjusted GWAS",-0.027270903035447,0.118264523399302,0.817631454367898,,,,"1:4"
937,"Negative control",4,"Matching + CLR",-0.171951837211178,0.161056831091931,0.285077492770776,2500,256,270,"1:4"
937,"Negative control",6,"Oracle GWAS",-0.122275558899639,0.116106792297388,0.292281364812356,,,,"1:6"
937,"Negative control",6,"Standard GWAS",0.572150617550424,0.114504534461038,5.8304350484837e-07,,,,"1:6"
937,"Negative control",6,"PC-adjusted GWAS",-0.027270903035447,0.118264523399302,0.817631454367898,,,,"1:6"
937,"Negative control",6,"Matching + CLR",-0.128082729772544,0.15719309572236,0.414861670874909,2500,338,367,"1:6"
937,"Positive control",1,"Oracle GWAS",0.370521311664815,0.126089545037884,0.00329744047858165,,,,"1:1"
937,"Positive control",1,"Standard GWAS",0.614684103972782,0.125160217349252,9.0530865327215e-07,,,,"1:1"
937,"Positive control",1,"PC-adjusted GWAS",0.408385273057931,0.126197014767603,0.00121177907103867,,,,"1:1"
937,"Positive control",1,"Matching + CLR",0.325784759576326,0.21048734792886,0.119844278858226,2500,90,95,"1:1"
937,"Positive control",4,"Oracle GWAS",0.370521311664815,0.126089545037884,0.00329744047858165,,,,"1:4"
937,"Positive control",4,"Standard GWAS",0.614684103972782,0.125160217349252,9.0530865327215e-07,,,,"1:4"
937,"Positive control",4,"PC-adjusted GWAS",0.408385273057931,0.126197014767603,0.00121177907103867,,,,"1:4"
937,"Positive control",4,"Matching + CLR",0.573823019788948,0.164465095991585,0.000403572327349062,2500,169,181,"1:4"
937,"Positive control",6,"Oracle GWAS",0.370521311664815,0.126089545037884,0.00329744047858165,,,,"1:6"
937,"Positive control",6,"Standard GWAS",0.614684103972782,0.125160217349252,9.0530865327215e-07,,,,"1:6"
937,"Positive control",6,"PC-adjusted GWAS",0.408385273057931,0.126197014767603,0.00121177907103867,,,,"1:6"
937,"Positive control",6,"Matching + CLR",0.484979046208571,0.152840969039859,0.0013430634421227,2500,235,259,"1:6"
938,"Negative control",1,"Oracle GWAS",0.129029540140674,0.113671127199906,0.256328100897272,,,,"1:1"
938,"Negative control",1,"Standard GWAS",0.814272921212052,0.112278830904719,4.09937550701576e-13,,,,"1:1"
938,"Negative control",1,"PC-adjusted GWAS",0.228858219018423,0.115812811985881,0.0481429427811893,,,,"1:1"
938,"Negative control",1,"Matching + CLR",0.125183498205801,0.204573770520499,0.54029137460742,2500,93,96,"1:1"
938,"Negative control",4,"Oracle GWAS",0.129029540140674,0.113671127199906,0.256328100897272,,,,"1:4"
938,"Negative control",4,"Standard GWAS",0.814272921212052,0.112278830904719,4.09937550701576e-13,,,,"1:4"
938,"Negative control",4,"PC-adjusted GWAS",0.228858219018423,0.115812811985881,0.0481429427811893,,,,"1:4"
938,"Negative control",4,"Matching + CLR",0.0562509230928452,0.158628735202717,0.722848640793617,2500,232,244,"1:4"
938,"Negative control",6,"Oracle GWAS",0.129029540140674,0.113671127199906,0.256328100897272,,,,"1:6"
938,"Negative control",6,"Standard GWAS",0.814272921212052,0.112278830904719,4.09937550701576e-13,,,,"1:6"
938,"Negative control",6,"PC-adjusted GWAS",0.228858219018423,0.115812811985881,0.0481429427811893,,,,"1:6"
938,"Negative control",6,"Matching + CLR",0.0905838588525306,0.153822062789595,0.55580342961123,2500,306,331,"1:6"
938,"Positive control",1,"Oracle GWAS",0.363948410851175,0.137166679239827,0.00797020003674825,,,,"1:1"
938,"Positive control",1,"Standard GWAS",0.584883292429756,0.136452132717178,1.81622604453312e-05,,,,"1:1"
938,"Positive control",1,"PC-adjusted GWAS",0.390658542638425,0.13719112959642,0.00440572317680924,,,,"1:1"
938,"Positive control",1,"Matching + CLR",0.31015492830384,0.229183883650776,0.174231388248025,2500,78,78,"1:1"
938,"Positive control",4,"Oracle GWAS",0.363948410851175,0.137166679239827,0.00797020003674825,,,,"1:4"
938,"Positive control",4,"Standard GWAS",0.584883292429756,0.136452132717178,1.81622604453312e-05,,,,"1:4"
938,"Positive control",4,"PC-adjusted GWAS",0.390658542638425,0.13719112959642,0.00440572317680924,,,,"1:4"
938,"Positive control",4,"Matching + CLR",0.360200427411488,0.174614300953207,0.0380925465551057,2500,168,171,"1:4"
938,"Positive control",6,"Oracle GWAS",0.363948410851175,0.137166679239827,0.00797020003674825,,,,"1:6"
938,"Positive control",6,"Standard GWAS",0.584883292429756,0.136452132717178,1.81622604453312e-05,,,,"1:6"
938,"Positive control",6,"PC-adjusted GWAS",0.390658542638425,0.13719112959642,0.00440572317680924,,,,"1:6"
938,"Positive control",6,"Matching + CLR",0.311868081485066,0.167123680364106,0.0609830484406847,2500,226,244,"1:6"
939,"Negative control",1,"Oracle GWAS",-0.231982057945919,0.119432104948529,0.0520915948377164,,,,"1:1"
939,"Negative control",1,"Standard GWAS",0.463161694295646,0.118173056373784,8.87877072513306e-05,,,,"1:1"
939,"Negative control",1,"PC-adjusted GWAS",-0.112192279132821,0.121662783495309,0.356446295614536,,,,"1:1"
939,"Negative control",1,"Matching + CLR",0.0889474860164959,0.211027035467066,0.673289979659996,2500,90,96,"1:1"
939,"Negative control",4,"Oracle GWAS",-0.231982057945919,0.119432104948529,0.0520915948377164,,,,"1:4"
939,"Negative control",4,"Standard GWAS",0.463161694295646,0.118173056373784,8.87877072513306e-05,,,,"1:4"
939,"Negative control",4,"PC-adjusted GWAS",-0.112192279132821,0.121662783495309,0.356446295614536,,,,"1:4"
939,"Negative control",4,"Matching + CLR",-0.181419413990693,0.156860291626126,0.246810153261812,2500,273,289,"1:4"
939,"Negative control",6,"Oracle GWAS",-0.231982057945919,0.119432104948529,0.0520915948377164,,,,"1:6"
939,"Negative control",6,"Standard GWAS",0.463161694295646,0.118173056373784,8.87877072513306e-05,,,,"1:6"
939,"Negative control",6,"PC-adjusted GWAS",-0.112192279132821,0.121662783495309,0.356446295614536,,,,"1:6"
939,"Negative control",6,"Matching + CLR",-0.105421492903103,0.152409503725607,0.488924705576191,2500,357,383,"1:6"
939,"Positive control",1,"Oracle GWAS",0.253539144839944,0.129487408712228,0.0502274766893599,,,,"1:1"
939,"Positive control",1,"Standard GWAS",0.504790053816089,0.128718917558877,8.79460615471206e-05,,,,"1:1"
939,"Positive control",1,"PC-adjusted GWAS",0.296757508931759,0.129521444706233,0.0219527529006873,,,,"1:1"
939,"Positive control",1,"Matching + CLR",0.27443684570176,0.215211034739588,0.200825122695145,2500,88,88,"1:1"
939,"Positive control",4,"Oracle GWAS",0.253539144839944,0.129487408712228,0.0502274766893599,,,,"1:4"
939,"Positive control",4,"Standard GWAS",0.504790053816089,0.128718917558877,8.79460615471206e-05,,,,"1:4"
939,"Positive control",4,"PC-adjusted GWAS",0.296757508931759,0.129521444706233,0.0219527529006873,,,,"1:4"
939,"Positive control",4,"Matching + CLR",0.34282414317326,0.162952618746792,0.0344084341331855,2500,188,191,"1:4"
939,"Positive control",6,"Oracle GWAS",0.253539144839944,0.129487408712228,0.0502274766893599,,,,"1:6"
939,"Positive control",6,"Standard GWAS",0.504790053816089,0.128718917558877,8.79460615471206e-05,,,,"1:6"
939,"Positive control",6,"PC-adjusted GWAS",0.296757508931759,0.129521444706233,0.0219527529006873,,,,"1:6"
939,"Positive control",6,"Matching + CLR",0.3438129676663,0.157487645646375,0.0282149462007593,2500,249,263,"1:6"
940,"Negative control",1,"Oracle GWAS",-0.0230851397586014,0.116574962612868,0.84302293478556,,,,"1:1"
940,"Negative control",1,"Standard GWAS",0.682056659694585,0.1153392165612,3.34945231209417e-09,,,,"1:1"
940,"Negative control",1,"PC-adjusted GWAS",0.105379413144101,0.118593816462396,0.374231927676691,,,,"1:1"
940,"Negative control",1,"Matching + CLR",0.433635985074861,0.217002182223874,0.0440099563902488,2500,89,91,"1:1"
940,"Negative control",4,"Oracle GWAS",-0.0230851397586014,0.116574962612868,0.84302293478556,,,,"1:4"
940,"Negative control",4,"Standard GWAS",0.682056659694585,0.1153392165612,3.34945231209417e-09,,,,"1:4"
940,"Negative control",4,"PC-adjusted GWAS",0.105379413144101,0.118593816462396,0.374231927676691,,,,"1:4"
940,"Negative control",4,"Matching + CLR",0.0964805275736688,0.153217832536515,0.52873332512143,2500,244,255,"1:4"
940,"Negative control",6,"Oracle GWAS",-0.0230851397586014,0.116574962612868,0.84302293478556,,,,"1:6"
940,"Negative control",6,"Standard GWAS",0.682056659694585,0.1153392165612,3.34945231209417e-09,,,,"1:6"
940,"Negative control",6,"PC-adjusted GWAS",0.105379413144101,0.118593816462396,0.374231927676691,,,,"1:6"
940,"Negative control",6,"Matching + CLR",0.0533329233038276,0.14683195063816,0.716404869481995,2500,345,368,"1:6"
940,"Positive control",1,"Oracle GWAS",0.16521716551446,0.140648127424069,0.240120990453528,,,,"1:1"
940,"Positive control",1,"Standard GWAS",0.429957341246405,0.139893344565722,0.00211588288067078,,,,"1:1"
940,"Positive control",1,"PC-adjusted GWAS",0.21622588345581,0.140637796991654,0.124179143941034,,,,"1:1"
940,"Positive control",1,"Matching + CLR",0.336472236621213,0.26186146828319,0.196705602458947,2500,60,66,"1:1"
940,"Positive control",4,"Oracle GWAS",0.16521716551446,0.140648127424069,0.240120990453528,,,,"1:4"
940,"Positive control",4,"Standard GWAS",0.429957341246405,0.139893344565722,0.00211588288067078,,,,"1:4"
940,"Positive control",4,"PC-adjusted GWAS",0.21622588345581,0.140637796991654,0.124179143941034,,,,"1:4"
940,"Positive control",4,"Matching + CLR",0.324977785457719,0.191361051763991,0.0881244746599828,2500,141,149,"1:4"
940,"Positive control",6,"Oracle GWAS",0.16521716551446,0.140648127424069,0.240120990453528,,,,"1:6"
940,"Positive control",6,"Standard GWAS",0.429957341246405,0.139893344565722,0.00211588288067078,,,,"1:6"
940,"Positive control",6,"PC-adjusted GWAS",0.21622588345581,0.140637796991654,0.124179143941034,,,,"1:6"
940,"Positive control",6,"Matching + CLR",0.208249664083547,0.180187563631701,0.246958938752403,2500,211,224,"1:6"
941,"Negative control",1,"Oracle GWAS",-0.0554908182414047,0.115731333332383,0.631597447822105,,,,"1:1"
941,"Negative control",1,"Standard GWAS",0.626150254966196,0.114307901203046,4.30764977987299e-08,,,,"1:1"
941,"Negative control",1,"PC-adjusted GWAS",0.034833869211381,0.117871113933464,0.767592803886784,,,,"1:1"
941,"Negative control",1,"Matching + CLR",-0.0190482607875752,0.195189878485254,0.922257859652062,2500,102,105,"1:1"
941,"Negative control",4,"Oracle GWAS",-0.0554908182414047,0.115731333332383,0.631597447822105,,,,"1:4"
941,"Negative control",4,"Standard GWAS",0.626150254966196,0.114307901203046,4.30764977987299e-08,,,,"1:4"
941,"Negative control",4,"PC-adjusted GWAS",0.034833869211381,0.117871113933464,0.767592803886784,,,,"1:4"
941,"Negative control",4,"Matching + CLR",0.0398612700754124,0.156944351600209,0.799495361869692,2500,239,252,"1:4"
941,"Negative control",6,"Oracle GWAS",-0.0554908182414047,0.115731333332383,0.631597447822105,,,,"1:6"
941,"Negative control",6,"Standard GWAS",0.626150254966196,0.114307901203046,4.30764977987299e-08,,,,"1:6"
941,"Negative control",6,"PC-adjusted GWAS",0.034833869211381,0.117871113933464,0.767592803886784,,,,"1:6"
941,"Negative control",6,"Matching + CLR",0.0393737218511106,0.150514034936217,0.793620258310653,2500,328,352,"1:6"
941,"Positive control",1,"Oracle GWAS",0.440691565845341,0.125337087652647,0.000438017185902459,,,,"1:1"
941,"Positive control",1,"Standard GWAS",0.685551989487844,0.124569433143157,3.72594070600436e-08,,,,"1:1"
941,"Positive control",1,"PC-adjusted GWAS",0.465187357120814,0.12538005586784,0.000207080740654861,,,,"1:1"
941,"Positive control",1,"Matching + CLR",0.416519676988458,0.219019441646124,0.0550088336292658,2500,82,84,"1:1"
941,"Positive control",4,"Oracle GWAS",0.440691565845341,0.125337087652647,0.000438017185902459,,,,"1:4"
941,"Positive control",4,"Standard GWAS",0.685551989487844,0.124569433143157,3.72594070600436e-08,,,,"1:4"
941,"Positive control",4,"PC-adjusted GWAS",0.465187357120814,0.12538005586784,0.000207080740654861,,,,"1:4"
